"";"properties_skz";"lat";"long";"school_adress";"properties_bezeichnung";"properties_erhalter";"elevation";"tooltip"
"121";915061;48,1961354;16,3232543;"Selzergasse 19, 1150 Wien";"Volksschule";"öffentl.";0,23728813559322;"24% - 

 - Volksschule - Selzergasse 19, 1150 Wien - 

 - öffentl."
"122";915011;48,1965593;16,33021;"Benedikt-Schellinger-Gasse 1-3, 1150 Wien";"Volksschule";"öffentl.";0,226190476190476;"23% - 

 - Volksschule - Benedikt-Schellinger-Gasse 1-3, 1150 Wien - 

 - öffentl."
"123";915071;48,185585;16,3316303;"Ortnergasse 4, 1150 Wien";"Volksschule";"öffentl.";0,358208955223881;"36% - 

 - Volksschule - Ortnergasse 4, 1150 Wien - 

 - öffentl."
"124";915041;48,1989212;16,3352002;"Goldschlagstraße 14-16, 1150 Wien";"Volksschule";"öffentl.";0,62962962962963;"63% - 

 - Volksschule - Goldschlagstraße 14-16, 1150 Wien - 

 - öffentl."
"125";915051;48,1971614;16,3188402;"Johnstraße 40, 1150 Wien";"Volksschule";"öffentl.";0,25;"25% - 

 - Volksschule - Johnstraße 40, 1150 Wien - 

 - öffentl."
"126";915021;48,1945831;16,3331213;"Friedrichsplatz 5, 1150 Wien";"Volksschule";"öffentl.";0,341772151898734;"34% - 

 - Volksschule - Friedrichsplatz 5, 1150 Wien - 

 - öffentl."
"127";915101;48,1889987;16,3251043;"Reichsapfelgasse 30, 1150 Wien";"Volksschule";"öffentl.";0,28735632183908;"29% - 

 - Volksschule - Reichsapfelgasse 30, 1150 Wien - 

 - öffentl."
"128";915023;48,1990841;16,3349525;"Zinckgasse 12-14, 1150 Wien";"Volks- und Neue Mittelschule für Sehbehinderte Kinder";"öffentl.";0,518072289156627;"52% - 

 - Volks- und Neue Mittelschule für Sehbehinderte Kinder - Zinckgasse 12-14, 1150 Wien - 

 - öffentl."
"129";915091;48,192481;16,3371231;"Gebrüder-Lang-Gasse 4, 1150 Wien";"Private Volksschule des Schulvereins De La Salle";"privat";0,458333333333333;"46% - 

 - Private Volksschule des Schulvereins De La Salle - Gebrüder-Lang-Gasse 4, 1150 Wien - 

 - privat"
"130";915081;48,1906277;16,3340413;"Friesgasse 4, 1150 Wien";"Private Volksschule des Vereins Schulverbund SSND Österreich/Schulschwestern Notre Dame";"privat";0,573170731707317;"57% - 

 - Private Volksschule des Vereins Schulverbund SSND Österreich/Schulschwestern Notre Dame - Friesgasse 4, 1150 Wien - 

 - privat"
"131";914031;48,2095592;16,223296;"Hadersdorf, Hauptstraße 70, 1140 Wien";"Volksschule";"öffentl.";0,533333333333333;"53% - 

 - Volksschule - Hadersdorf, Hauptstraße 70, 1140 Wien - 

 - öffentl."
"132";914011;48,1912476;16,3059067;"Diesterweggasse 30, 1140 Wien";"Volksschule";"öffentl.";0,542553191489362;"54% - 

 - Volksschule - Diesterweggasse 30, 1140 Wien - 

 - öffentl."
"133";914021;48,1961293;16,2832387;"Felbigergasse 97, 1140 Wien";"Volksschule";"öffentl.";0,382716049382716;"38% - 

 - Volksschule - Felbigergasse 97, 1140 Wien - 

 - öffentl."
"134";914081;48,2014102;16,3062841;"Zennerstraße 1, 1140 Wien";"Volksschule";"öffentl.";0,635135135135135;"64% - 

 - Volksschule - Zennerstraße 1, 1140 Wien - 

 - öffentl."
"135";914041;48,1963251;16,2769753;"Hochsatzengasse 22-24, 1140 Wien";"Volksschule";"öffentl.";0,406976744186047;"41% - 

 - Volksschule - Hochsatzengasse 22-24, 1140 Wien - 

 - öffentl."
"136";914061;48,1976258;16,3137781;"Lortzinggasse 2, 1140 Wien";"Volksschule";"öffentl.";0,414893617021277;"41% - 

 - Volksschule - Lortzinggasse 2, 1140 Wien - 

 - öffentl."
"137";914051;48,2021095;16,2557468;"Linzer Straße 419, 1140 Wien";"Volksschule";"öffentl.";0,866666666666667;"87% - 

 - Volksschule - Linzer Straße 419, 1140 Wien - 

 - öffentl."
"138";914121;48,196665;16,3030775;"Märzstraße 178-180, 1140 Wien";"Volksschule";"öffentl.";0,395348837209302;"40% - 

 - Volksschule - Märzstraße 178-180, 1140 Wien - 

 - öffentl."
"139";914111;48,2020475;16,2729244;"Karl-Toldt-Weg 12, 1140 Wien";"Volksschule";"öffentl.";0,716049382716049;"72% - 

 - Volksschule - Karl-Toldt-Weg 12, 1140 Wien - 

 - öffentl."
"140";914101;48,2016476;16,3078387;"Breitenseer Straße 31, 1140 Wien";"Volksschule Josefinum der Pfarre Breitensee";"privat";0,906542056074766;"91% - 

 - Volksschule Josefinum der Pfarre Breitensee - Breitenseer Straße 31, 1140 Wien - 

 - privat"
"141";913021;48,1895305;16,2847519;"Auhofstraße 49, 1130 Wien";"Volksschule";"öffentl.";0,82;"82% - 

 - Volksschule - Auhofstraße 49, 1130 Wien - 

 - öffentl."
"142";913041;48,166535;16,2729229;"Dr.-Schober-Straße 1, 1130 Wien";"Volksschule";"öffentl.";0,508771929824561;"51% - 

 - Volksschule - Dr.-Schober-Straße 1, 1130 Wien - 

 - öffentl."
"143";913011;48,1855785;16,3015872;"Am Platz 2, 1130 Wien";"Volksschule";"öffentl.";0,74390243902439;"74% - 

 - Volksschule - Am Platz 2, 1130 Wien - 

 - öffentl."
"144";913051;48,1696938;16,2853999;"Speisinger Straße 44, 1130 Wien";"Volksschule";"öffentl.";0,403508771929825;"40% - 

 - Volksschule - Speisinger Straße 44, 1130 Wien - 

 - öffentl."
"145";913061;48,1765839;16,2821424;"Steinlechnergasse 5-7, 1130 Wien";"Volksschule";"öffentl.";0,644444444444444;"64% - 

 - Volksschule - Steinlechnergasse 5-7, 1130 Wien - 

 - öffentl."
"146";913081;48,1881211;16,2680872;"Hietzinger Hauptstraße 166, 1130 Wien";"Volksschule";"öffentl.";0,833333333333333;"83% - 

 - Volksschule - Hietzinger Hauptstraße 166, 1130 Wien - 

 - öffentl."
"147";913071;48,1927593;16,2625094;"Schlossberggasse 17, 1130 Wien";"Volksschule des Schulvereins der Dominikanerinnen";"privat";0,956521739130435;"96% - 

 - Volksschule des Schulvereins der Dominikanerinnen - Schlossberggasse 17, 1130 Wien - 

 - privat"
"148";912051;48,1780946;16,3401775;"Karl-Löwe-Gasse 20, 1120 Wien";"Volksschule";"öffentl.";0,636363636363636;"64% - 

 - Volksschule - Karl-Löwe-Gasse 20, 1120 Wien - 

 - öffentl."
"149";912061;48,178591;16,3399462;"Deckergasse 1, 1120 Wien";"Volksschule";"öffentl.";0,277777777777778;"28% - 

 - Volksschule - Deckergasse 1, 1120 Wien - 

 - öffentl."
"150";912021;48,185232;16,338347;"Haebergasse 1a, 1120 Wien";"Volksschule";"öffentl.";0,379310344827586;"38% - 

 - Volksschule - Haebergasse 1a, 1120 Wien - 

 - öffentl."
"151";912101;48,1595321;16,3295915;"am Schöpfwerk 27, 1120 Wien";"Volksschule";"öffentl.";0,348214285714286;"35% - 

 - Volksschule - am Schöpfwerk 27, 1120 Wien - 

 - öffentl."
"152";912041;48,1710767;16,3265522;"Johann-Hoffmann-Platz 20, 1120 Wien";"Volksschule";"öffentl.";0,282051282051282;"28% - 

 - Volksschule - Johann-Hoffmann-Platz 20, 1120 Wien - 

 - öffentl."
"153";912091;48,1778387;16,3263091;"Ruckergasse 42, 1120 Wien";"Volksschule";"öffentl.";0,222222222222222;"22% - 

 - Volksschule - Ruckergasse 42, 1120 Wien - 

 - öffentl."
"154";912011;48,1823713;16,321694;"Bischoffgasse 10, 1120 Wien";"Volksschule";"öffentl.";0,571428571428571;"57% - 

 - Volksschule - Bischoffgasse 10, 1120 Wien - 

 - öffentl."
"155";912081;48,1623953;16,3206391;"Rothenburgstraße 1, 1120 Wien";"Volksschule";"öffentl.";0,487603305785124;"49% - 

 - Volksschule - Rothenburgstraße 1, 1120 Wien - 

 - öffentl."
"156";912121;48,1652171;16,3053241;"Rohrwassergasse 2, 1120 Wien";"Volksschule";"öffentl.";0,550387596899225;"55% - 

 - Volksschule - Rohrwassergasse 2, 1120 Wien - 

 - öffentl."
"157";911091;48,1584657;16,4744747;"Münnichplatz 6, 1110 Wien";"Volksschule";"öffentl.";0,297872340425532;"30% - 

 - Volksschule - Münnichplatz 6, 1110 Wien - 

 - öffentl."
"158";911131;48,1553163;16,4707081;"Hoefftgasse 7, 1110 Wien";"Volksschule";"öffentl.";0,296296296296296;"30% - 

 - Volksschule - Hoefftgasse 7, 1110 Wien - 

 - öffentl."
"159";911101;48,1798554;16,4205387;"Simoningplatz 2, 1110 Wien";"Volksschule";"öffentl.";0,2;"20% - 

 - Volksschule - Simoningplatz 2, 1110 Wien - 

 - öffentl."
"160";911141;48,1540243;16,4542568;"Pantucekgasse 13, 1110 Wien";"Volksschule";"öffentl.";0,226190476190476;"23% - 

 - Volksschule - Pantucekgasse 13, 1110 Wien - 

 - öffentl."
"161";911031;48,1754456;16,4056297;"Brehmstraße 9, 1110 Wien";"Volksschule";"öffentl.";0,285714285714286;"29% - 

 - Volksschule - Brehmstraße 9, 1110 Wien - 

 - öffentl."
"162";911071;48,1580404;16,4563439;"Rzehakgasse 9, 1110 Wien";"Volksschule";"öffentl.";0,274509803921569;"27% - 

 - Volksschule - Rzehakgasse 9, 1110 Wien - 

 - öffentl."
"163";911061;48,182815;16,4098042;"Molitorgasse 11, 1110 Wien";"Volksschule";"öffentl.";0,166666666666667;"17% - 

 - Volksschule - Molitorgasse 11, 1110 Wien - 

 - öffentl."
"164";911041;48,1726085;16,4108135;"Herderplatz 1, 1110 Wien";"Volksschule";"öffentl.";0,385542168674699;"39% - 

 - Volksschule - Herderplatz 1, 1110 Wien - 

 - öffentl."
"165";911171;48,1546357;16,4609302;"Svetelskystraße 4-6, 1110 Wien";"Volksschule";"öffentl.";0,465116279069767;"47% - 

 - Volksschule - Svetelskystraße 4-6, 1110 Wien - 

 - öffentl."
"166";911051;48,1658222;16,4316453;"Florian-Hedorfer-Straße 20, 1110 Wien";"Volksschule";"öffentl.";0,26530612244898;"27% - 

 - Volksschule - Florian-Hedorfer-Straße 20, 1110 Wien - 

 - öffentl."
"167";911181;48,1552387;16,4617333;"Svetelskystraße 5, 1110 Wien";"Volksschule";"öffentl.";0,494845360824742;"49% - 

 - Volksschule - Svetelskystraße 5, 1110 Wien - 

 - öffentl."
"168";911011;48,1712755;16,417979;"Braunhubergasse 3, 1110 Wien";"Volksschule";"öffentl.";0,30952380952381;"31% - 

 - Volksschule - Braunhubergasse 3, 1110 Wien - 

 - öffentl."
"169";911161;48,1807322;16,415702;"Fuchsröhrenstraße 25, 1110 Wien";"Volksschule";"öffentl.";0,392156862745098;"39% - 

 - Volksschule - Fuchsröhrenstraße 25, 1110 Wien - 

 - öffentl."
"170";911111;48,1612015;16,4254288;"Wilhelm-Kress-Platz 32, 1110 Wien";"Volksschule";"öffentl.";0,466666666666667;"47% - 

 - Volksschule - Wilhelm-Kress-Platz 32, 1110 Wien - 

 - öffentl."
"171";911191;48,1672909;16,4310139;"Florian-Hedorfer Straße 21, 1110 Wien";"Privatschule Volksschule des Vereins SOLMIT - Solidarisch miteinander";"privat";NA;"NA - 

 - Privatschule Volksschule des Vereins SOLMIT - Solidarisch miteinander - Florian-Hedorfer Straße 21, 1110 Wien - 

 - privat"
"172";910221;48,1650047;16,3732789;"Grenzackerstraße 18, 1100 Wien";"Praxisvolksschule der Pädagogischen Hochschule in Wien (910660)";"öffentl.";0,477272727272727;"48% - 

 - Praxisvolksschule der Pädagogischen Hochschule in Wien (910660) - Grenzackerstraße 18, 1100 Wien - 

 - öffentl."
"173";910181;48,1507021;16,3754056;"Selma-Lagerlöf-Gasse 20, 1100 Wien";"Volksschule";"öffentl.";0,58695652173913;"59% - 

 - Volksschule - Selma-Lagerlöf-Gasse 20, 1100 Wien - 

 - öffentl."
"174";910141;48,1550134;16,3958142;"Laaer-Berg-Straße 170, 1100 Wien";"Volksschule";"öffentl.";0,462962962962963;"46% - 

 - Volksschule - Laaer-Berg-Straße 170, 1100 Wien - 

 - öffentl."
"175";910161;48,137595;16,4046151;"Oberlaaer Platz 1, 1100 Wien";"Volksschule";"öffentl.";0,5625;"56% - 

 - Volksschule - Oberlaaer Platz 1, 1100 Wien - 

 - öffentl."
"176";910121;48,1689846;16,3821598;"Klausenburgerstraße 25, 1100 Wien";"Volksschule";"öffentl.";0,25;"25% - 

 - Volksschule - Klausenburgerstraße 25, 1100 Wien - 

 - öffentl."
"177";910021;48,1705295;16,3667863;"Alxingergasse 82, 1100 Wien";"Volksschule";"öffentl.";0,290909090909091;"29% - 

 - Volksschule - Alxingergasse 82, 1100 Wien - 

 - öffentl."
"178";910291;48,1556031;16,3500497;"Tesarekplatz 4, 1100 Wien";"Volksschule";"öffentl.";0,306451612903226;"31% - 

 - Volksschule - Tesarekplatz 4, 1100 Wien - 

 - öffentl."
"179";910341;48,1649415;16,3840225;"Maria-Rekker-Gasse 3, 1100 Wien";"Volksschule";"öffentl.";0,321428571428571;"32% - 

 - Volksschule - Maria-Rekker-Gasse 3, 1100 Wien - 

 - öffentl."
"180";910111;48,1788904;16,3748136;"Keplerplatz 7, 1100 Wien";"Volksschule";"öffentl.";0,432098765432099;"43% - 

 - Volksschule - Keplerplatz 7, 1100 Wien - 

 - öffentl."
"181";910251;48,1473909;16,3943766;"Wendstattgasse 3, 1100 Wien";"Volksschule";"öffentl.";0,191176470588235;"19% - 

 - Volksschule - Wendstattgasse 3, 1100 Wien - 

 - öffentl."
"182";910011;48,148922;16,3838096;"Ada-Christen-Gasse 9, 1100 Wien";"Volksschule";"öffentl.";0,191489361702128;"19% - 

 - Volksschule - Ada-Christen-Gasse 9, 1100 Wien - 

 - öffentl."
"183";910071;48,1666612;16,3785459;"Hebbelplatz 1, 1100 Wien";"Volksschule";"öffentl.";0,226190476190476;"23% - 

 - Volksschule - Hebbelplatz 1, 1100 Wien - 

 - öffentl."
"184";910061;48,1673455;16,3615114;"Georg-Wilhelm-Pabst-Gasse 2, 1100 Wien";"Volksschule";"öffentl.";0,211764705882353;"21% - 

 - Volksschule - Georg-Wilhelm-Pabst-Gasse 2, 1100 Wien - 

 - öffentl."
"185";910051;48,1576763;16,3639815;"Carl-Prohaska Platz 1, 1100 Wien";"Volksschule";"öffentl.";0,513157894736842;"51% - 

 - Volksschule - Carl-Prohaska Platz 1, 1100 Wien - 

 - öffentl."
"186";910351;48,1679608;16,34261;"Hertha Firnberg-Straße 12, 1100 Wien";"Volksschule";"öffentl.";0,474358974358974;"47% - 

 - Volksschule - Hertha Firnberg-Straße 12, 1100 Wien - 

 - öffentl."
"187";910091;48,1761649;16,3719833;"Jagdgasse 22, 1100 Wien";"Volksschule";"öffentl.";0,125;"12% - 

 - Volksschule - Jagdgasse 22, 1100 Wien - 

 - öffentl."
"188";910081;48,1706689;16,3661738;"Herzgasse 87, 1100 Wien";"Volksschule";"öffentl.";0,160493827160494;"16% - 

 - Volksschule - Herzgasse 87, 1100 Wien - 

 - öffentl."
"189";910101;48,1761399;16,3722844;"Jagdgasse 23, 1100 Wien";"Volksschule";"öffentl.";0,386666666666667;"39% - 

 - Volksschule - Jagdgasse 23, 1100 Wien - 

 - öffentl."
"190";910171;48,1753952;16,3793531;"Quellenstraße 54, 1100 Wien";"Volksschule";"öffentl.";0,271844660194175;"27% - 

 - Volksschule - Quellenstraße 54, 1100 Wien - 

 - öffentl."
"191";910371;48,166193;16,3903094;"Rudolf Friemel-Gasse 3, 1100 Wien";"Volksschule";"öffentl.";0,543689320388349;"54% - 

 - Volksschule - Rudolf Friemel-Gasse 3, 1100 Wien - 

 - öffentl."
"192";910271;48,162929;16,3630314;"Neilreichgasse 111, 1100 Wien";"Volksschule";"öffentl.";0,310679611650485;"31% - 

 - Volksschule - Neilreichgasse 111, 1100 Wien - 

 - öffentl."
"193";910401;48,1787248;16,3828916;"Hlawkagasse 2, 1100 Wien";"Volksschule Campus Hauptbahnhof";"öffentl.";0,487179487179487;"49% - 

 - Volksschule Campus Hauptbahnhof - Hlawkagasse 2, 1100 Wien - 

 - öffentl."
"194";910131;48,1710385;16,3522054;"Knöllgasse 59, 1100 Wien";"Volksschule";"öffentl.";0,235294117647059;"24% - 

 - Volksschule - Knöllgasse 59, 1100 Wien - 

 - öffentl."
"195";910031;48,1765648;16,3623672;"Quellenstraße 142, 1100 Wien";"Volksschule";"öffentl.";0,21259842519685;"21% - 

 - Volksschule - Quellenstraße 142, 1100 Wien - 

 - öffentl."
"196";910151;48,1713322;16,3865277;"Laimäckergasse 17, 1100 Wien";"Volksschule";"öffentl.";0,204545454545455;"20% - 

 - Volksschule - Laimäckergasse 17, 1100 Wien - 

 - öffentl."
"197";910231;48,1805638;16,3682667;"Alxingergasse 8, 1101 Wien";"Private Volksschule des Institutes Neulandschulen";"privat";0,622641509433962;"62% - 

 - Private Volksschule des Institutes Neulandschulen - Alxingergasse 8, 1101 Wien - 

 - privat"
"198";910261;48,1749673;16,3818209;"Quellenstraße 87, 1100 Wien";"Private Volksschule Waldkloster der Schulstiftung der Erzdiözese Wien";"privat";0,660377358490566;"66% - 

 - Private Volksschule Waldkloster der Schulstiftung der Erzdiözese Wien - Quellenstraße 87, 1100 Wien - 

 - privat"
"199";910241;48,15905;16,3883311;"Ludwig-von-Höhnel-Gasse 17-19, 1100 Wien";"Volksschule des Institutes Neulandschulen";"privat";0,732758620689655;"73% - 

 - Volksschule des Institutes Neulandschulen - Ludwig-von-Höhnel-Gasse 17-19, 1100 Wien - 

 - privat"
"200";910391;48,1747939;16,3946643;"Gudrunstraße 11, 1100 Wien";"Private Volksschule des Vereins PHÖNIX - Verein für Kultur, Bildung und Sport";"privat";0,6;"60% - 

 - Private Volksschule des Vereins PHÖNIX - Verein für Kultur, Bildung und Sport - Gudrunstraße 11, 1100 Wien - 

 - privat"
"201";909051;48,2211325;16,3547415;"Währinger Straße 43, 1090 Wien";"Volksschule";"öffentl.";0,764705882352941;"76% - 

 - Volksschule - Währinger Straße 43, 1090 Wien - 

 - öffentl."
"202";909011;48,2258971;16,354043;"Galileigasse 5, 1090 Wien";"Volksschule";"öffentl.";0,695652173913043;"70% - 

 - Volksschule - Galileigasse 5, 1090 Wien - 

 - öffentl."
"203";909021;48,2169598;16,3462597;"Gilgegasse 12, 1090 Wien";"Volksschule";"öffentl.";0,662337662337662;"66% - 

 - Volksschule - Gilgegasse 12, 1090 Wien - 

 - öffentl."
"204";909041;48,2275974;16,3573812;"Marktgasse 31-35, 1090 Wien";"Volksschule";"öffentl.";0,517857142857143;"52% - 

 - Volksschule - Marktgasse 31-35, 1090 Wien - 

 - öffentl."
"205";909031;48,2212459;16,3621159;"Grünentorgasse 9, 1090 Wien";"Volksschule";"öffentl.";0,703703703703704;"70% - 

 - Volksschule - Grünentorgasse 9, 1090 Wien - 

 - öffentl."
"206";908011;48,2102456;16,35204;"Lange Gasse 36, 1080 Wien";"Volksschule";"öffentl.";0,492063492063492;"49% - 

 - Volksschule - Lange Gasse 36, 1080 Wien - 

 - öffentl."
"207";908031;48,2079047;16,3499886;"Zeltgasse 7, 1080 Wien";"Volksschule";"öffentl.";0,962962962962963;"96% - 

 - Volksschule - Zeltgasse 7, 1080 Wien - 

 - öffentl."
"208";908021;48,2095209;16,3409615;"Pfeilgasse 42b, 1080 Wien";"Volksschule";"öffentl.";0,575342465753425;"58% - 

 - Volksschule - Pfeilgasse 42b, 1080 Wien - 

 - öffentl."
"209";908041;48,2102314;16,3502362;"Piaristengasse 43, 1080 Wien";"Volksschule der P.P. Piaristen";"privat";0,908045977011494;"91% - 

 - Volksschule der P.P. Piaristen - Piaristengasse 43, 1080 Wien - 

 - privat"
"210";907011;48,2060087;16,3416643;"Neustiftgasse 98-102, 1070 Wien";"Volksschule";"öffentl.";0,258064516129032;"26% - 

 - Volksschule - Neustiftgasse 98-102, 1070 Wien - 

 - öffentl."
"211";907021;48,203854;16,3538854;"Stiftgasse 35, 1070 Wien";"Volksschule";"öffentl.";0,714285714285714;"71% - 

 - Volksschule - Stiftgasse 35, 1070 Wien - 

 - öffentl."
"212";907031;48,1998442;16,3446163;"Zieglergasse 21, 1070 Wien";"Volksschule";"öffentl.";0,550561797752809;"55% - 

 - Volksschule - Zieglergasse 21, 1070 Wien - 

 - öffentl."
"213";907041;48,2040706;16,3522254;"Burggasse 37, 1070 Wien";"Private Volksschule Notre Dame de Sion der Schulstiftung der Erzdiözese Wien";"privat";0,974358974358974;"97% - 

 - Private Volksschule Notre Dame de Sion der Schulstiftung der Erzdiözese Wien - Burggasse 37, 1070 Wien - 

 - privat"
"214";907051;48,1995075;16,3408049;"Kenyongasse 4-8, 1070 Wien";"Volksschule Mater Salvatoris der Töchter des Göttlichen Heilandes";"privat";0,683673469387755;"68% - 

 - Volksschule Mater Salvatoris der Töchter des Göttlichen Heilandes - Kenyongasse 4-8, 1070 Wien - 

 - privat"
"215";906021;48,1958109;16,3525503;"Corneliusgasse 6, 1060 Wien";"Volksschule";"öffentl.";0,65;"65% - 

 - Volksschule - Corneliusgasse 6, 1060 Wien - 

 - öffentl."
"216";906041;48,1913746;16,3433088;"Sonnenuhrgasse 3, 1060 Wien";"Volksschule";"öffentl.";0,517241379310345;"52% - 

 - Volksschule - Sonnenuhrgasse 3, 1060 Wien - 

 - öffentl."
"217";906061;48,1923509;16,3448615;"Liniengasse 21, 1060 Wien";"Private Volksschule St. Marein des Vereins Vereinigung von Ordensschulen Österreichs";"privat";0,710843373493976;"71% - 

 - Private Volksschule St. Marein des Vereins Vereinigung von Ordensschulen Österreichs - Liniengasse 21, 1060 Wien - 

 - privat"
"218";906051;48,1905716;16,344097;"Lutherplatz 1, 1060 Wien";"Private Evangelische Volksschule";"privat";0,704918032786885;"70% - 

 - Private Evangelische Volksschule - Lutherplatz 1, 1060 Wien - 

 - privat"
"219";905061;48,1869395;16,3469224;"Am Hundsturm 18, 1050 Wien";"Volksschule";"öffentl.";0,379310344827586;"38% - 

 - Volksschule - Am Hundsturm 18, 1050 Wien - 

 - öffentl."
"220";905041;48,1841105;16,3565285;"Stolberggasse 53, 1050 Wien";"Volksschule";"öffentl.";0,410714285714286;"41% - 

 - Volksschule - Stolberggasse 53, 1050 Wien - 

 - öffentl."
"221";905011;48,1826744;16,3512889;"Einsiedlergasse 7, 1050 Wien";"Volksschule";"öffentl.";0,326923076923077;"33% - 

 - Volksschule - Einsiedlergasse 7, 1050 Wien - 

 - öffentl."
"222";905021;48,1826099;16,3610526;"Gassergasse 46, 1050 Wien";"Volksschule";"öffentl.";0,191780821917808;"19% - 

 - Volksschule - Gassergasse 46, 1050 Wien - 

 - öffentl."
"223";905031;48,1885759;16,3548919;"Pannaschgasse 6, 1050 Wien";"Volksschule";"öffentl.";0,477272727272727;"48% - 

 - Volksschule - Pannaschgasse 6, 1050 Wien - 

 - öffentl."
"224";904011;48,1903653;16,3749181;"Sankt-Elisabeth-Platz 8, 1040 Wien";"Volksschule St. Elisabeth-Platz";"öffentl.";0,727272727272727;"73% - 

 - Volksschule St. Elisabeth-Platz - Sankt-Elisabeth-Platz 8, 1040 Wien - 

 - öffentl."
"225";904031;48,1910269;16,3685355;"Waltergasse 16, 1040 Wien";"Volksschule";"öffentl.";0,549450549450549;"55% - 

 - Volksschule - Waltergasse 16, 1040 Wien - 

 - öffentl."
"226";904021;48,1896394;16,3641267;"Phorusgasse 4, 1040 Wien";"Volksschule";"öffentl.";0,659090909090909;"66% - 

 - Volksschule - Phorusgasse 4, 1040 Wien - 

 - öffentl."
"227";904071;48,188699;16,3645812;"Wiedner Hauptstraße 82, 1040 Wien";"Volksschule der P.P. Piaristen";"privat";0,96078431372549;"96% - 

 - Volksschule der P.P. Piaristen - Wiedner Hauptstraße 82, 1040 Wien - 

 - privat"
"228";904051;48,1993381;16,3686361;"Karlsplatz 14, 1040 Wien";"Evangelische Volksschule am Karlsplatz der Evangelischen Schulgemeinde Wien";"privat";0,879518072289157;"88% - 

 - Evangelische Volksschule am Karlsplatz der Evangelischen Schulgemeinde Wien - Karlsplatz 14, 1040 Wien - 

 - privat"
"229";904081;48,1929538;16,3714108;"Favoritenstraße 15, 1040 Wien";"Volksschule im Theresianum - V.i.T. - der Stiftung Theresianische Akademie Wien";"privat";0,898305084745763;"90% - 

 - Volksschule im Theresianum - V.i.T. - der Stiftung Theresianische Akademie Wien - Favoritenstraße 15, 1040 Wien - 

 - privat"
"230";903021;48,1990088;16,3992246;"Erdbergstraße 76, 1030 Wien";"Volksschule";"öffentl.";0,444444444444444;"44% - 

 - Volksschule - Erdbergstraße 76, 1030 Wien - 

 - öffentl."
"231";903011;48,1983159;16,405267;"Dietrichgasse 36, 1030 Wien";"Volksschule";"öffentl.";0,253333333333333;"25% - 

 - Volksschule - Dietrichgasse 36, 1030 Wien - 

 - öffentl."
"232";903081;48,1938325;16,3997936;"Petrusgasse 10, 1030 Wien";"Volksschule";"öffentl.";0,367816091954023;"37% - 

 - Volksschule - Petrusgasse 10, 1030 Wien - 

 - öffentl."
"233";903031;48,1938769;16,3929552;"Eslarngasse 23, 1030 Wien";"Volksschule";"öffentl.";0,731707317073171;"73% - 

 - Volksschule - Eslarngasse 23, 1030 Wien - 

 - öffentl."
"234";903041;48,1913026;16,3894735;"Kleistgasse 12, 1030 Wien";"Volksschule";"öffentl.";0,458333333333333;"46% - 

 - Volksschule - Kleistgasse 12, 1030 Wien - 

 - öffentl."
"235";903061;48,2100138;16,390004;"Kolonitzgasse 15, 1030 Wien";"Volksschule";"öffentl.";0,631578947368421;"63% - 

 - Volksschule - Kolonitzgasse 15, 1030 Wien - 

 - öffentl."
"236";903091;48,1980715;16,38401;"Reisnerstraße 43, 1030 Wien";"Volksschule";"öffentl.";0,696629213483146;"70% - 

 - Volksschule - Reisnerstraße 43, 1030 Wien - 

 - öffentl."
"237";903141;48,1919646;16,3988674;"Landstraßer Hauptstraße 146, 1030 Wien";"Volksschule";"öffentl.";0,652173913043478;"65% - 

 - Volksschule - Landstraßer Hauptstraße 146, 1030 Wien - 

 - öffentl."
"238";903111;48,1999294;16,3977262;"Apostelgasse 5, 1030 Wien";"Volksschule St. Franziskus des Schulvereines der Schulschwestern vom III. Orden des hl. Franziskus";"privat";0,843137254901961;"84% - 

 - Volksschule St. Franziskus des Schulvereines der Schulschwestern vom III. Orden des hl. Franziskus - Apostelgasse 5, 1030 Wien - 

 - privat"
"239";903131;48,1998465;16,3892438;"Sebastianplatz 3, 1030 Wien";"Volksschule des Schulvereines Komensky";"privat";0,16;"16% - 

 - Volksschule des Schulvereines Komensky - Sebastianplatz 3, 1030 Wien - 

 - privat"
"240";902021;48,2149026;16,3876769;"Czerninplatz 3, 1020 Wien";"Volksschule";"öffentl.";0,316455696202532;"32% - 

 - Volksschule - Czerninplatz 3, 1020 Wien - 

 - öffentl."
"241";902031;48,2221631;16,3848147;"Darwingasse 14, 1020 Wien";"Volksschule";"öffentl.";0,264150943396226;"26% - 

 - Volksschule - Darwingasse 14, 1020 Wien - 

 - öffentl."
"242";902241;48,2231059;16,4063758;"Wehlistraße 178, 1020 Wien";"Volksschule 2, Wehlistraße";"öffentl.";0,481481481481481;"48% - 

 - Volksschule 2, Wehlistraße - Wehlistraße 178, 1020 Wien - 

 - öffentl."
"243";902111;48,2058557;16,3998515;"Wittelsbachstraße 6, 1020 Wien";"Volksschule";"öffentl.";0,714285714285714;"71% - 

 - Volksschule - Wittelsbachstraße 6, 1020 Wien - 

 - öffentl."
"244";902091;48,22407;16,3847968;"Vereinsgasse 29, 1020 Wien";"Volksschule";"öffentl.";0,637931034482759;"64% - 

 - Volksschule - Vereinsgasse 29, 1020 Wien - 

 - öffentl."
"245";902081;48,2205238;16,4049726;"Schönngasse 2, 1020 Wien";"Volksschule";"öffentl.";0,258064516129032;"26% - 

 - Volksschule - Schönngasse 2, 1020 Wien - 

 - öffentl."
